2017-05-22 11:57:49,493 INFO  [SoapUITestCaseRunner] Finished running SoapUI testcase [GetAResource TestCase], time taken: 17ms, status: FINISHED
2017-05-22 11:57:49,493 INFO  [SoapUITestCaseRunner] Running SoapUI testcase [CreateAResource TestCase]
2017-05-22 11:57:49,493 INFO  [SoapUITestCaseRunner] running step [POST - CreateAResource]
2017-05-22 11:57:49,550 INFO  [SoapUITestCaseRunner] running step [GET - GetAllResources Add]
2017-05-22 11:57:49,614 INFO  [SoapUITestCaseRunner] Assertion [Contains First Name] has status VALID
2017-05-22 11:57:49,615 INFO  [SoapUITestCaseRunner] Assertion [Contains Code] has status VALID
2017-05-22 11:57:49,615 INFO  [SoapUITestCaseRunner] Assertion [Contains surname] has status VALID
2017-05-22 11:57:49,615 INFO  [SoapUITestCaseRunner] Assertion [Response SLA] has status VALID
2017-05-22 11:57:49,615 INFO  [SoapUITestCaseRunner] Assertion [Contains nif] has status VALID
2017-05-22 11:57:49,615 INFO  [SoapUITestCaseRunner] running step [CreateResProperties]
2017-05-22 11:57:49,615 INFO  [SoapUITestCaseRunner] Finished running SoapUI testcase [CreateAResource TestCase], time taken: 102ms, status: FINISHED
2017-05-22 11:57:49,616 INFO  [SoapUITestCaseRunner] Project [Projet2WS-Libreplan] finished with status [FINISHED] in 7202ms
